model_name,Impact Area,prompt_id,total,correct,incorrect,accuracy,expert_score,score_total,score_correct,score_accuracy
o1-preview,gender,CLIMATE_CHANGE_PROMPT,18,3,15,0.16666666666666666,1,7,0,0.0
o1-preview,gender,CLIMATE_CHANGE_PROMPT,18,3,15,0.16666666666666666,2,4,0,0.0
o1-preview,gender,ENVIRONMENTAL_HEALTH_PROMPT,18,9,9,0.5,0,7,2,0.2857142857142857
o1-preview,gender,ENVIRONMENTAL_HEALTH_PROMPT,18,9,9,0.5,1,7,5,0.7142857142857143
o1-preview,gender,ENVIRONMENTAL_HEALTH_PROMPT,18,9,9,0.5,2,4,2,0.5
o1-preview,gender,GENDER_EQUALITY_PROMPT,18,10,8,0.5555555555555556,0,7,6,0.8571428571428571
o1-preview,gender,GENDER_EQUALITY_PROMPT,18,10,8,0.5555555555555556,1,7,2,0.2857142857142857
o1-preview,gender,GENDER_EQUALITY_PROMPT,18,10,8,0.5555555555555556,2,4,2,0.5
o1-preview,gender,NUTRITION_PROMPT,18,6,12,0.3333333333333333,0,7,0,0.0
o1-preview,gender,NUTRITION_PROMPT,18,6,12,0.3333333333333333,1,7,5,0.7142857142857143
o1-preview,gender,NUTRITION_PROMPT,18,6,12,0.3333333333333333,2,4,1,0.25
o1-preview,gender,POVERTY_REDUCTION_PROMPT,18,6,12,0.3333333333333333,0,7,0,0.0
o1-preview,gender,POVERTY_REDUCTION_PROMPT,18,6,12,0.3333333333333333,1,7,5,0.7142857142857143
o1-preview,gender,POVERTY_REDUCTION_PROMPT,18,6,12,0.3333333333333333,2,4,1,0.25
o1-preview,nutrition,CLIMATE_CHANGE_PROMPT,17,5,12,0.29411764705882354,0,11,5,0.45454545454545453
o1-preview,nutrition,CLIMATE_CHANGE_PROMPT,17,5,12,0.29411764705882354,1,4,0,0.0
o1-preview,nutrition,CLIMATE_CHANGE_PROMPT,17,5,12,0.29411764705882354,2,2,0,0.0
o1-preview,nutrition,ENVIRONMENTAL_HEALTH_PROMPT,17,7,10,0.4117647058823529,0,11,4,0.36363636363636365
o1-preview,nutrition,ENVIRONMENTAL_HEALTH_PROMPT,17,7,10,0.4117647058823529,1,4,3,0.75
o1-preview,nutrition,ENVIRONMENTAL_HEALTH_PROMPT,17,7,10,0.4117647058823529,2,2,0,0.0
o1-preview,nutrition,GENDER_EQUALITY_PROMPT,17,8,9,0.47058823529411764,0,11,8,0.7272727272727273
o1-preview,nutrition,GENDER_EQUALITY_PROMPT,17,8,9,0.47058823529411764,1,4,0,0.0
o1-preview,nutrition,GENDER_EQUALITY_PROMPT,17,8,9,0.47058823529411764,2,2,0,0.0
o1-preview,nutrition,NUTRITION_PROMPT,17,7,10,0.4117647058823529,0,11,2,0.18181818181818182
o1-preview,nutrition,NUTRITION_PROMPT,17,7,10,0.4117647058823529,1,4,3,0.75
o1-preview,nutrition,NUTRITION_PROMPT,17,7,10,0.4117647058823529,2,2,2,1.0
o1-preview,nutrition,POVERTY_REDUCTION_PROMPT,17,7,10,0.4117647058823529,0,11,4,0.36363636363636365
o1-preview,nutrition,POVERTY_REDUCTION_PROMPT,17,7,10,0.4117647058823529,1,4,3,0.75
o1-preview,nutrition,POVERTY_REDUCTION_PROMPT,17,7,10,0.4117647058823529,2,2,0,0.0
o1-preview,poverty,CLIMATE_CHANGE_PROMPT,18,2,16,0.1111111111111111,0,11,2,0.18181818181818182
o1-preview,poverty,CLIMATE_CHANGE_PROMPT,18,2,16,0.1111111111111111,1,5,0,0.0
o1-preview,poverty,CLIMATE_CHANGE_PROMPT,18,2,16,0.1111111111111111,2,2,0,0.0
o1-preview,poverty,ENVIRONMENTAL_HEALTH_PROMPT,18,4,14,0.2222222222222222,0,11,3,0.2727272727272727
o1-preview,poverty,ENVIRONMENTAL_HEALTH_PROMPT,18,4,14,0.2222222222222222,1,5,1,0.2
o1-preview,poverty,ENVIRONMENTAL_HEALTH_PROMPT,18,4,14,0.2222222222222222,2,2,0,0.0
o1-preview,poverty,GENDER_EQUALITY_PROMPT,18,10,8,0.5555555555555556,0,11,9,0.8181818181818182
o1-preview,poverty,GENDER_EQUALITY_PROMPT,18,10,8,0.5555555555555556,1,5,1,0.2
o1-preview,poverty,GENDER_EQUALITY_PROMPT,18,10,8,0.5555555555555556,2,2,0,0.0
o1-preview,poverty,NUTRITION_PROMPT,18,3,15,0.16666666666666666,0,11,0,0.0
o1-preview,poverty,NUTRITION_PROMPT,18,3,15,0.16666666666666666,1,5,3,0.6
o1-preview,poverty,NUTRITION_PROMPT,18,3,15,0.16666666666666666,2,2,0,0.0
o1-preview,poverty,POVERTY_REDUCTION_PROMPT,18,8,10,0.4444444444444444,0,11,1,0.09090909090909091
o1-preview,poverty,POVERTY_REDUCTION_PROMPT,18,8,10,0.4444444444444444,1,5,5,1.0
o1-preview,poverty,POVERTY_REDUCTION_PROMPT,18,8,10,0.4444444444444444,2,2,2,1.0
